,Date,Type,Confirmation Code,Start Date,Nights,Listing,Details,Reference,Currency,Amount,Paid Out,Host Fee,Cleaning Fee,Linens fee,Community fee,guest_name_sha256
420,01/17/2019,Reservation,HM9YD8M8XT,01/16/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,71.2,,2.2,4.0,3.0,8.0,435c72e5937a52ab75c0c98feb5626a4ee5a7ac96639105535cd764562a53ea0
421,01/17/2019,Reservation,HM8E28BA3K,01/16/2019,7.0,"Red Victorian - Private room, Earth Charter",,,USD,35.17,,1.09,2.1,1.05,2.1,0adb686bae79001413f82e145f4033532fa7f94f3b5e02863e7625f3c00a1645
422,01/17/2019,Reservation,HMKSHPE253,01/16/2019,4.0,"Red Victorian - Private room w bath, Sunshine",,,USD,75.08,,2.32,4.0,3.0,8.0,e8806da07707496d6358cd7a37ee027f5c45814cc134d7793d71f2d60ca2a4ee
423,01/16/2019,Reservation,HMZKQQ459M,01/15/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,34.92,,1.08,7.0,4.0,7.0,ac15e6025d396dc76c24d0b5161cfce19a32228e42ef2ba3adff08102eb452d5
424,01/16/2019,Reservation,HMB9CACTER,01/15/2019,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,26.19,,0.81,7.0,4.0,7.0,09789087fd5bb332f0231ef1bec2e0fcaed2f2b8d7d65135ea3186b520ee44a9
425,01/15/2019,Reservation,HM2AYPHXTF,01/14/2019,1.0,"Red Victorian - Private room, Peace Room",,,USD,5.55,,0.17,1.4,0.8,1.4,4911b3b05450a95ff3e40e2e98d7a4d872408f5c6302d8ee9ae6a176b1275354
426,01/15/2019,Reservation,HMSZYKAJBC,01/14/2019,4.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,66.15,,2.05,4.0,3.0,8.0,a11d264bc3c324188b915848225c9cb672c6fb85aa0590aa24e617b484c03a5a
427,01/14/2019,Adjustment,HMCSKFSJQC,12/12/2018,7.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,-463.99,,,,,,bf0614b20f1ac65a4edbf0e857d492524ba95bf6c2b0f0351f69a9e2a604f801
428,01/14/2019,Reservation,HMM3J5CM5W,01/13/2019,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,44.23,,1.37,4.0,3.0,8.0,edb023302d45bd2ebcb4c1d73c59f0ab27bf5580f698a65c8becb7d4640dce6a
429,01/20/2019,Payout,,,,,Transfer to *****6485,,USD,,1559.91,,,,,
430,01/20/2019,Reservation,HMCSHQHTJF,01/19/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,249.87,,7.73,16.0,12.0,32.0,ca274e4b2d8d5b533e09359fa6b5cf41f55a21c9959cf7af98543d62c8167750
431,01/20/2019,Reservation,HMKCW5WMHR,01/19/2019,7.0,"Red Victorian - Private room, Peace Room",,,USD,380.95,,11.78,24.0,16.0,12.0,c2483dfe5c776c26ae425e46a8ee7ed4a30651fa4a301472ae6ad30eeadad19c
432,01/20/2019,Reservation,HMWA2DSYHY,01/19/2019,7.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,460.39,,14.24,27.0,13.5,27.0,50eeadde850fa15297433bbefc648e1c93edde4ba28e853aab20e8cdf9aab468
433,01/20/2019,Reservation,HMK9PJ84JY,01/19/2019,3.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,123.19,,3.81,15.0,15.0,20.0,76517c6418d4cdb14b0fe8d99e9b3b793dee14e5a68d7edd9c24c232b3413f81
434,01/20/2019,Reservation,HMD9MCBSNR,01/19/2019,4.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,163.93,,5.07,15.0,15.0,20.0,6b577199b5d3e8bdd0262f0528d8d473d71ab0f6372429e58ccffeb1019cc69e
435,01/20/2019,Reservation,HMKDQEJSXW,01/19/2019,2.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,181.58,,5.62,16.0,12.0,32.0,5d4f8bbc096be91c1f1b575f19c42efb4fbb0e94be04718c278247d8a919db4e
436,01/19/2019,Payout,,,,,Transfer to *****6485,,USD,,1412.39,,,,,
437,01/19/2019,Reservation,HMXZDP2A58,01/18/2019,8.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,410.57,,12.7,16.0,12.0,32.0,2323907bb293f222fd1056d275ad191e1351d240b1ff210b1575218ec4644ff0
438,01/19/2019,Reservation,HMTM5KCSCE,01/18/2019,3.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,138.71,,4.29,15.0,20.0,15.0,b88bb1a184916654d325881ea485d61aa71a2ae01beafaf815b78b056a17cb38
439,01/19/2019,Reservation,HMKPJW5KZ9,01/18/2019,3.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,135.8,,4.2,15.0,15.0,20.0,1d2d217cada32d0a8861b47e05fbecf99944e9edd76e097737bdaefad02332be
440,01/19/2019,Reservation,HMAFBDW4QE,01/18/2019,5.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,189.15,,5.85,15.0,15.0,20.0,b2f1fefa492abd4d0ab25a910edf012382b7c5c0c7a1f65858d76500055e95dc
441,01/19/2019,Reservation,HMDA8KKPK4,01/18/2019,3.0,"Red Victorian - Private room for 3, Friends Room",,,USD,316.22,,9.78,20.0,15.0,40.0,e5b029d9b4a04739b6bbc084ecfb063ce71065878b4d32d2933d84736ae1b704
442,01/19/2019,Reservation,HMT8BWQAT2,01/18/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,221.94,,6.86,16.0,12.0,32.0,0db422c401d6ac2b54e75e92b7b29b5eceedf0ca574bdb16690f80b12c2a137b
443,01/18/2019,Payout,,,,,Transfer to *****6485,,USD,,181.56,,,,,
444,01/18/2019,Reservation,HMCKJTDQS9,01/17/2019,3.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,150.35,,4.65,15.0,20.0,15.0,66d35764c493192672a3c109e877ac342bd5c5ac435197508ca58c5c465edf53
445,01/18/2019,Reservation,HMDQ22PQHP,01/17/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,187.79,,5.81,16.0,12.0,32.0,9538830726a57d0c10a9b1c127e8fed11f1cecdaa95ac5f514f81162f6cfa459
446,01/18/2019,Reservation,HM4BHRWTNM,01/17/2019,3.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,133.86,,4.14,15.0,15.0,20.0,4d97b6dbe616d20790459e40d61b7e41e7a7687edf641f8070dd192d85ae9127
447,01/18/2019,Reservation,HMFBHJ9K3X,01/17/2019,1.0,Red Victorian - Twin Bunks in shared Friends Room,,,USD,81.48,,2.52,15.0,20.0,15.0,cd8d3fa6d9067913167057f5bf752e0f63f06ea0fd2b489da87d9c492f480604
448,01/13/2019,Resolution Adjustment,,,,,Resolution adjustment for resolution 10477663,,USD,-276.92,,,,,,
449,01/02/2019,Resolution Adjustment,,,,,Resolution adjustment for resolution 10278759,,USD,-95.0,,,,,,
450,01/18/2019,Payout,,,,,Transfer to *****7750,,USD,,189.13,,,,,
451,01/17/2019,Reservation,HMJBPDHQYZ,01/16/2019,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,19.75,,0.61,2.1,1.05,0.9,3085f3596ff62bf8d34d33ed56911e801b02426ec60c77884bc908ade549288c
452,01/12/2019,Reservation,HMT3DBPB25,01/11/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,30.22,,0.93,2.1,1.05,2.1,470bbd4eb140c814e1274e38f92befef069af945deff74199c7007ef196fceec
453,01/11/2019,Reservation,HMJRKMR8H8,01/10/2019,11.0,"Red Victorian - Private room, Skylight",,,USD,47.02,,1.45,2.1,,3.15,e2b813e4ce9a0c9d935c142345e3c0f4f645c1d9b0ea9238ded5a7afd7e83f18
454,01/09/2019,Reservation,HME3TK9PQD,01/08/2019,1.0,"Red Victorian - Private room, Skylight",,,USD,11.54,,0.36,2.45,,2.45,2b87a7712baee7b0d18780713114cac0a650ba7aa3cbe4c6819957680efd5631
455,01/07/2019,Reservation,HMBH9RRTAR,01/06/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,43.25,,1.34,2.1,1.05,2.1,a661d9006c8f9c49f92a957e4e017bad35aa28b0d3d971d1da4a02c2378280fc
456,01/06/2019,Reservation,HMH3TMH2W3,01/05/2019,3.0,"Red Victorian - Private room, Skylight",,,USD,6.52,,0.2,0.95,,1.27,9a25a4eb8cb91945ea033237d52b1e232af7a5a695453e1958ff6132e1fcc7cb
457,01/02/2019,Reservation,HMPBDZCBKF,01/01/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,30.83,,0.95,2.1,1.05,2.1,9c15711ad498235dc506b2068748ac47e705d17caa118da28cc750f142749375
458,01/17/2019,Payout,,,,,Transfer to *****6485,,USD,,1826.64,,,,,
459,01/17/2019,Reservation,HMKSHPE253,01/16/2019,4.0,"Red Victorian - Private room w bath, Sunshine",,,USD,300.31,,9.29,16.0,12.0,32.0,e8806da07707496d6358cd7a37ee027f5c45814cc134d7793d71f2d60ca2a4ee
460,01/17/2019,Reservation,HMR9YSCE39,01/16/2019,6.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,319.81,,9.89,15.0,10.0,20.0,1bba518ff3b931294a66f52363e1c06fe31566db98c9b94ee3b5ebe924f49d7a
461,01/17/2019,Reservation,HMJBPDHQYZ,01/16/2019,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,262.38,,8.12,27.9,13.95,11.96,3085f3596ff62bf8d34d33ed56911e801b02426ec60c77884bc908ade549288c
462,01/17/2019,Reservation,HMND8BZCWM,01/16/2019,5.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,192.06,,5.94,15.0,15.0,20.0,f422535bb1ddc6784ddb793c2b52d2aed21d62a0af7e98c6a53d9a2fa539fa3a
463,01/17/2019,Reservation,HM9YD8M8XT,01/16/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,284.79,,8.81,16.0,12.0,32.0,435c72e5937a52ab75c0c98feb5626a4ee5a7ac96639105535cd764562a53ea0
464,01/17/2019,Reservation,HM8E28BA3K,01/16/2019,7.0,"Red Victorian - Private room, Earth Charter",,,USD,467.29,,14.45,27.9,13.95,27.9,0adb686bae79001413f82e145f4033532fa7f94f3b5e02863e7625f3c00a1645
465,01/16/2019,Payout,,,,,Transfer to *****6485,,USD,,654.63,,,,,
466,01/16/2019,Reservation,HM5H4CX3TA,01/15/2019,5.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,175.57,,5.43,15.0,15.0,20.0,9f67dc774a17fb8ee0101aba5610ce73545346f6b2d7aabe214895347de465e1
467,01/16/2019,Reservation,HMPQ2TA4H8,01/15/2019,1.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,92.15,,2.85,15.0,10.0,20.0,0f30498d5679b8fd0a512113b066d4aa531895062bd98342c2ae824129dfdfce
468,01/16/2019,Reservation,HMXHPH88KW,01/15/2019,3.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,120.28,,3.72,15.0,15.0,20.0,aa9dcb133a83768528952e10f6972e572656c9f8e7f27f2b95455538b28e0fbb
469,01/16/2019,Reservation,HMZKQQ459M,01/15/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,139.68,,4.32,28.0,16.0,28.0,ac15e6025d396dc76c24d0b5161cfce19a32228e42ef2ba3adff08102eb452d5
470,01/16/2019,Reservation,HMB9CACTER,01/15/2019,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,104.76,,3.24,28.0,16.0,28.0,09789087fd5bb332f0231ef1bec2e0fcaed2f2b8d7d65135ea3186b520ee44a9
471,01/15/2019,Reservation,HM2AYPHXTF,01/14/2019,1.0,"Red Victorian - Private room, Peace Room",,,USD,22.19,,0.69,5.6,3.2,5.6,4911b3b05450a95ff3e40e2e98d7a4d872408f5c6302d8ee9ae6a176b1275354
472,01/15/2019,Payout,,,,,Transfer to *****6485,,USD,,2383.12,,,,,
473,01/15/2019,Reservation,HM2AYPHXTF,01/14/2019,1.0,"Red Victorian - Private room, Peace Room",,,USD,110.97,,3.43,28.0,16.0,28.0,4911b3b05450a95ff3e40e2e98d7a4d872408f5c6302d8ee9ae6a176b1275354
474,01/15/2019,Reservation,HMQKBSFDCJ,01/14/2019,2.0,"Red Victorian - Private room for 3, Friends Room",,,USD,227.95,,7.05,20.0,15.0,40.0,6e098d1d02abe1bbe11549b9a51b738deadc8dcefc6fae254b7d3cdc1536b5be
475,01/15/2019,Reservation,HMSZYKAJBC,01/14/2019,4.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,264.62,,8.18,16.0,12.0,32.0,a11d264bc3c324188b915848225c9cb672c6fb85aa0590aa24e617b484c03a5a
476,01/15/2019,Reservation,HMKW39AKZJ,01/14/2019,7.0,"Red Victorian - Twin Bunk, shared room Hula Hoop",,,USD,218.68,,6.76,15.0,15.0,20.0,eac11ee7f2372d22334ecfe71be0410faae033f2935f7e98a69c3694479e29e7
477,01/15/2019,Reservation,HMCPNRRE3Y,01/14/2019,3.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,138.71,,4.29,15.0,15.0,20.0,34f94675b0a3e1f19b80009df9718695fef5bc8f08802cbbebedf5c0c3cee4de
478,01/15/2019,Reservation,HM49CA2N2J,01/14/2019,1.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,72.75,,2.25,15.0,15.0,20.0,8b1dc22dc6c17a75281d1ef83608224db355941901cc9b39760f605785a68c38
479,01/15/2019,Reservation,HMHBFTP95R,01/14/2019,22.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,1349.44,,41.74,52.59,,,389a1870d94ba19ee167b119c846b2984730a9ef594a5f1702b6a43b24dad84c
480,01/15/2019,Payout,,,,,Transfer to *****6485,,USD,,463.99,,,,,
481,01/14/2019,Resolution Payout,,,,,Resolution payout for resolution 10492905,,USD,463.99,,,,,,
482,01/14/2019,Payout,,,,,Transfer to *****6485,,USD,,731.45,,,,,
483,01/14/2019,Reservation,HM5D4TNP5P,01/13/2019,5.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,188.18,,5.82,15.0,15.0,20.0,c2dc59d84521c1864b870fed229ef733a82aa85369eebb8bce5fb9d75ac38cb5
484,01/14/2019,Reservation,HMM3J5CM5W,01/13/2019,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,176.93,,5.47,16.0,12.0,32.0,edb023302d45bd2ebcb4c1d73c59f0ab27bf5580f698a65c8becb7d4640dce6a
485,01/14/2019,Reservation,HM2Y8DPXRD,01/13/2019,2.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,170.72,,5.28,15.0,10.0,20.0,c24cb6de5ea3b4d882ef5b9d848b9d732a6c1001cf3fda33e629519fb7030cc5
486,01/14/2019,Reservation,HMZFD2JNHH,01/13/2019,5.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,195.62,,6.05,15.0,15.0,16.67,99408d4d2feeb0efc8a581cc64e89c551f5bf616aec0301ef8595d72540fd97e
487,01/13/2019,Payout,,,,,Transfer to *****4871,,USD,,207.25,,,,,
488,01/13/2019,Reservation,HMPBTRQTR5,01/12/2019,8.0,"Red Victorian - Private room, Playground",,,USD,97.64,,3.02,4.0,3.0,8.0,ce9e74e832e8154aa07a8fa3370e24c1f59b02d110e1b1360447bf57b713f616
489,01/13/2019,Reservation,HMAN45JYYM,01/12/2019,6.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,109.61,,3.39,4.0,3.0,8.0,36ca9ad19a8ff6ce881f2dd0ccad172a97d3795795cdae8c43a71f3ad992cd3c
490,01/13/2019,Payout,,,,,Transfer to *****6485,,USD,,1830.99,,,,,
491,01/13/2019,Reservation,HMPBTRQTR5,01/12/2019,8.0,"Red Victorian - Private room, Playground",,,USD,390.54,,12.08,16.0,12.0,32.0,ce9e74e832e8154aa07a8fa3370e24c1f59b02d110e1b1360447bf57b713f616
492,01/13/2019,Reservation,HMAN45JYYM,01/12/2019,6.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,438.44,,13.56,16.0,12.0,32.0,36ca9ad19a8ff6ce881f2dd0ccad172a97d3795795cdae8c43a71f3ad992cd3c
493,01/13/2019,Reservation,HM58FBWJ3K,01/12/2019,10.0,Red Victorian - Bunk #1 in shared Hole in the Wall,,,USD,238.62,,7.38,15.0,15.0,20.0,62a0468b15f468516b578fe4702db38b47d5322c0a88610f1ca6940efd5e90fd
494,01/13/2019,Reservation,HMNSTEBHQ5,01/12/2019,4.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,143.56,,4.44,15.0,15.0,20.0,16b43688b1eabce69cb55ac3ffdc54c8f5271f445885d7f1e84bfdf332509a52
495,01/13/2019,Reservation,HMQDK395NQ,01/12/2019,3.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,131.92,,4.08,15.0,15.0,20.0,964e921340328409c6bbee7b8d337816e786c7ef722705a99111169ffc102b02
496,01/13/2019,Reservation,HMH2X8NNY8,01/12/2019,2.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,220.19,,6.81,35.0,20.0,35.0,672f5d01233b0d273a0972435fb448ce7a1aa17ec2f557b7057d7dec4d088850
497,01/13/2019,Reservation,HMXABDJS2R,01/12/2019,4.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,156.17,,4.83,15.0,15.0,20.0,94e7cf4ff7d6c243051ff6c673a54f5df002eca63920e906b0c0c9e82a785632
498,01/13/2019,Reservation,HMFNQC3PX4,01/12/2019,2.0,Red Victorian - Bed  in shared Friends Room,,,USD,111.55,,3.45,15.0,15.0,35.0,b8cee2fb7b869a0439768b5554e7745fde72b44a92b9f846049817972eec590f
499,01/12/2019,Payout,,,,,Transfer to *****4871,,USD,,272.88,,,,,
500,01/12/2019,Reservation,HM8WMPD8SN,01/11/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,71.0,,2.2,4.0,3.0,8.0,17212eececf0bed6ec8dc94fc90d8e392c8d120fecf475e8af43f0d9910b5285
501,01/12/2019,Reservation,HM9F2FNJMF,01/11/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,55.68,,1.72,4.0,3.0,8.0,ba2d27b9a66c306106ea970bb9f96cb60581fe74fa23397b06143f3bc78199ce
502,01/12/2019,Reservation,HMQ9KKE3RN,01/11/2019,2.0,"Red Victorian - Private room, Peace Room",,,USD,40.16,,1.24,6.0,4.0,3.0,6af35f5fce0d119b20157c22e3db4c5800139bb1f1bb48b3e9d0c8356de1790f
503,01/12/2019,Reservation,HM3A8QANZP,01/11/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,71.0,,2.2,4.0,3.0,8.0,69158c0fd6d7f19807f8f65a8a4f6a711008141b4426d246b3990e5760c3b0da
504,01/11/2019,Reservation,HMR8395NBF,01/10/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,30.65,,0.95,4.0,3.0,8.0,5fbbab0041904d83a3c389d4ec05939d22139719e88bf72f377c31b9d2130a7f
505,01/11/2019,Reservation,HMQEF3AQPW,01/10/2019,1.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,24.25,,0.75,4.0,3.0,8.0,9a234e336eb1fe26e310030e93d7ad5fa81cf13d833a7f2680279da8138f5453
506,01/11/2019,Reservation,HMSMKTPB5W,01/10/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,55.1,,1.52,0.0,,7.12,f42412d1a6a87cee697b109d621873064e057a0e49bad2a9571cf8a5b56f82f9
507,01/11/2019,Resolution Adjustment,,,,,Resolution adjustment for resolution 10443837,,USD,-99.0,,,,,,
508,01/10/2019,Reservation,HM8AX22DEN,01/09/2019,4.0,"Red Victorian - Private room, Earth Charter",,,USD,29.4,,0.91,2.1,1.05,2.1,823deac932d0f7c51da349309c1001c1a99a0ebfc49738fb29b6b16947c487a1
509,01/10/2019,Reservation,HM5X9ETCT9,01/09/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,71.2,,2.2,4.0,3.0,8.0,f5e32f6ddde212593f7f3299e670738e1119688c63145f17d06da7708c3d1f35
510,01/10/2019,Reservation,HMFCTS4CMZ,01/09/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,7.41,,0.23,0.8,0.6,1.6,2b610bf32bcdb38f4ffc3b64f79fbdf969bdf6204b626934bf30d73a3ffc910b
511,01/10/2019,Resolution Adjustment,,,,,Resolution adjustment for resolution 10197407,,USD,-250.0,,,,,,
512,01/09/2019,Reservation,HM22M5MDJZ,01/08/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,30.07,,0.93,4.0,3.0,8.0,9422210c9bc8e2092e1a4d323129902adb4a1ab08e72f606922f14f7039287d3
513,01/09/2019,Reservation,HMAJWQHFJQ,01/08/2019,8.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,111.32,,3.44,4.0,3.0,8.0,1b91ff43e2088376de2de1714140e4a5b5d28991bd4e378b862a4b006922037f
514,01/08/2019,Reservation,HMY4QP5R39,01/07/2019,1.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,24.64,,0.76,4.0,3.0,8.0,54de163a7e0486ad5bc9c8dbb1de695d3bed4da12f722c844271abc31fae40e2
515,01/12/2019,Payout,,,,,Transfer to *****6485,,USD,,1678.74,,,,,
516,01/12/2019,Reservation,HM4T4HC8ST,01/11/2019,2.0,Red Victorian - Twin Bunks in shared Friends Room,,,USD,154.23,,4.77,15.0,15.0,20.0,ddb453e3acf137d73883b0554425f6d8f39cb291ab15e69ab98addd9af6ca3e8
517,01/12/2019,Reservation,HM8WMPD8SN,01/11/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,284.02,,8.78,16.0,12.0,32.0,17212eececf0bed6ec8dc94fc90d8e392c8d120fecf475e8af43f0d9910b5285
518,01/12/2019,Reservation,HM9F2FNJMF,01/11/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,222.71,,6.89,16.0,12.0,32.0,ba2d27b9a66c306106ea970bb9f96cb60581fe74fa23397b06143f3bc78199ce
519,01/12/2019,Reservation,HMT3DBPB25,01/11/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,401.43,,12.42,27.9,13.95,27.9,470bbd4eb140c814e1274e38f92befef069af945deff74199c7007ef196fceec
520,01/12/2019,Reservation,HMENRZKTNE,01/11/2019,2.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,171.69,,5.31,15.0,10.0,20.0,860b0bf813f7f71092a10441553d619419721327d7888194549664572d553022
521,01/12/2019,Reservation,HMQ9KKE3RN,01/11/2019,2.0,"Red Victorian - Private room, Peace Room",,,USD,160.63,,4.97,24.0,16.0,12.0,6af35f5fce0d119b20157c22e3db4c5800139bb1f1bb48b3e9d0c8356de1790f
522,01/12/2019,Reservation,HM3A8QANZP,01/11/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,284.02,,8.78,16.0,12.0,32.0,69158c0fd6d7f19807f8f65a8a4f6a711008141b4426d246b3990e5760c3b0da
523,01/12/2019,Reservation,HMNWF4DSDA,01/11/2019,2.0,Red Victorian - Bed  in shared Friends Room,,,USD,0.01,,0.0,0.0,,0.0,3c9c1b0226a1fb14009f78d9605f874411e8e3953131c1e6b6b137c5b671f961
524,01/11/2019,Payout,,,,,Transfer to *****6485,,USD,,2266.77,,,,,
525,01/11/2019,Reservation,HMMJK8FHSQ,01/10/2019,8.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,252.04,,7.8,15.0,15.0,20.0,6d8251f5813fe57f111008bfdbcf3fc261f47ed39db4f6a0ac489f8a317b2bec
526,01/11/2019,Reservation,HMFSMJFM2H,01/10/2019,5.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,195.94,,6.06,15.0,15.0,20.0,18e2373cc6b409e7b13634d8c6077571ef97518b5ea9095a599a15c492c45ea3
527,01/11/2019,Reservation,HMR8395NBF,01/10/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,122.61,,3.79,16.0,12.0,32.0,5fbbab0041904d83a3c389d4ec05939d22139719e88bf72f377c31b9d2130a7f
528,01/11/2019,Reservation,HMJRKMR8H8,01/10/2019,11.0,"Red Victorian - Private room, Skylight",,,USD,624.69,,19.32,27.9,,41.85,e2b813e4ce9a0c9d935c142345e3c0f4f645c1d9b0ea9238ded5a7afd7e83f18
529,01/11/2019,Reservation,HMD59R3JE2,01/10/2019,2.0,Red Victorian - Two beds in shared Hula Hoop Room,,,USD,177.51,,5.49,20.0,15.0,40.0,7023df329887003c770a8c0f3df3f29de6159a6a85846099185127e0a8709751
530,01/11/2019,Reservation,HMQEF3AQPW,01/10/2019,1.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,97.0,,3.0,16.0,12.0,32.0,9a234e336eb1fe26e310030e93d7ad5fa81cf13d833a7f2680279da8138f5453
531,01/11/2019,Reservation,HM29PYHR3F,01/10/2019,14.0,Red Victorian - Bunk #2 in shared Poster Room,,,USD,388.85,,12.03,15.0,15.0,20.0,17b1cbd7e825574355d348705011838dde044dac92c19459be74da10a31de172
532,01/11/2019,Reservation,HMSMKTPB5W,01/10/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,220.38,,6.07,0.0,,28.49,f42412d1a6a87cee697b109d621873064e057a0e49bad2a9571cf8a5b56f82f9
533,01/11/2019,Reservation,HMDBW4842N,01/10/2019,4.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,158.11,,4.89,15.0,15.0,20.0,3d15d02c44bd1599d67ad956cd8b0b2e41d5a2ec0525f69b148bf1885cc4264d
534,01/10/2019,Reservation,HMFCTS4CMZ,01/09/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,29.64,,0.92,3.2,2.4,6.4,2b610bf32bcdb38f4ffc3b64f79fbdf969bdf6204b626934bf30d73a3ffc910b
535,01/10/2019,Payout,,,,,Transfer to *****6485,,USD,,823.62,,,,,
536,01/10/2019,Reservation,HM8AX22DEN,01/09/2019,4.0,"Red Victorian - Private room, Earth Charter",,,USD,390.61,,12.08,27.9,13.95,27.9,823deac932d0f7c51da349309c1001c1a99a0ebfc49738fb29b6b16947c487a1
537,01/10/2019,Reservation,HM5X9ETCT9,01/09/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,284.79,,8.81,16.0,12.0,32.0,f5e32f6ddde212593f7f3299e670738e1119688c63145f17d06da7708c3d1f35
538,01/10/2019,Reservation,HMFCTS4CMZ,01/09/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,148.22,,4.58,16.0,12.0,32.0,2b610bf32bcdb38f4ffc3b64f79fbdf969bdf6204b626934bf30d73a3ffc910b
539,01/10/2019,Payout,,,,,Transfer to *****6485,,USD,,98.55,,,,,
540,01/08/2019,Reservation,HMY4QP5R39,01/07/2019,1.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,98.55,,3.05,16.0,12.0,32.0,54de163a7e0486ad5bc9c8dbb1de695d3bed4da12f722c844271abc31fae40e2
541,01/09/2019,Payout,,,,,Transfer to *****6485,,USD,,1211.48,,,,,
542,01/09/2019,Reservation,HMKHRXP2A9,01/08/2019,4.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,212.43,,6.57,15.0,15.0,20.0,9be7b7de1a71a9fe7ae488ba498379ede5be04edee8fd9615b4d95b5ab722ed5
543,01/09/2019,Reservation,HME3TK9PQD,01/08/2019,1.0,"Red Victorian - Private room, Skylight",,,USD,153.36,,4.74,32.55,,32.55,2b87a7712baee7b0d18780713114cac0a650ba7aa3cbe4c6819957680efd5631
